"Genus","Species.Name","a","b"
"Manonichthys","Manonichthys splendens",0.01995,3.01
"Mecaenichthys","Mecaenichthys immaculatus",0.02239,2.99
"Megalaspis","Megalaspis cordyla",0.07462,2.597373
"Megalops","Megalops cyprinoides",0.014084,3.029224
"Meganthias","Meganthias kingyo",0.02512,2.97
"Meiacanthus","Meiacanthus atrodorsalis",0.00537,3.05
"Meiacanthus","Meiacanthus bundoon",0.00537,3.05
"Meiacanthus","Meiacanthus ditrema",0.00537,3.05
"Meiacanthus","Meiacanthus grammistes",0.00537,3.05
"Meiacanthus","Meiacanthus lineatus",0.00537,3.05
"Meiacanthus","Meiacanthus mossambicus",0.00537,3.05
"Meiacanthus","Meiacanthus nigrolineatus",0.00537,3.05
"Meiacanthus","Meiacanthus oualanensis",0.00537,3.05
"Meiacanthus","Meiacanthus smithi",0.00537,3.05
"Meiacanthus","Meiacanthus tongaensis",0.00537,3.05
"Melichthys","Melichthys indicus",0.0257,2.94
"Melichthys","Melichthys niger",0.0257,2.94
"Melichthys","Melichthys vidua",0.0058,3.554
"Meuschenia","Meuschenia australis",0.02188,2.91
"Meuschenia","Meuschenia flavolineata",0.02188,2.91
"Meuschenia","Meuschenia freycineti",0.02188,2.91
"Meuschenia","Meuschenia galii",0.02188,2.91
"Meuschenia","Meuschenia hippocrepis",0.02188,2.91
"Meuschenia","Meuschenia trachylepis",0.02188,2.91
"Microcanthus","Microcanthus strigatus",0.05255,2.81831
"Microlepidotus","Microlepidotus brevipinnis",0.01622,3.03
"Microlepidotus","Microlepidotus inornatus",0.0151,2.93
"Microspathodon","Microspathodon bairdii",0.02239,2.99
"Microspathodon","Microspathodon dorsalis",0.02239,2.99
"Minilabrus","Minilabrus striatus",0.00447,3.14
"Mobula","Mobula birostris",0.0038,3.08
"Mobula","Mobula tarapacana",0.01,3.04
"Mobula","Mobula thurstoni",0.0038,3.08
"Mola","Mola mola",0.0454,3.05
"Monacanthus","Monacanthus chinensis",0.0798,2.506
"Monodactylus","Monodactylus argenteus",0.031999,2.939938
"Monotaxis","Monotaxis grandoculis",0.041756,2.851508
"Monotaxis","Monotaxis heterodon",0.01778,2.97
"Mugil","Mugil cephalus",0.012592,3.00135
"Mugil","Mugil curema",0.01373,2.897644
"Mugil","Mugil galapagensis",0.01122,2.97
"Mulloidichthys","Mulloidichthys ayliffe",0.01023,3.09
"Mulloidichthys","Mulloidichthys dentatus",0.01023,3.09
"Mulloidichthys","Mulloidichthys flavolineatus",0.022711,2.921851
"Mulloidichthys","Mulloidichthys mimicus",0.01023,3.09
"Mulloidichthys","Mulloidichthys pfluegeri",0.01023,3.09
"Mulloidichthys","Mulloidichthys vanicolensis",0.012151,2.961174
"Muraena","Muraena argus",0.00112,3.07
"Muraena","Muraena clepsydra",0.00112,3.07
"Muraena","Muraena lentiginosa",0.00112,3.07
"Muraenesox","Muraenesox bagio",0.002913,2.800589
"Mycteroperca","Mycteroperca jordani",0.0061,3.2
"Mycteroperca","Mycteroperca olfax",0.0061,3.2
"Mycteroperca","Mycteroperca prionura",0.0061,3.2
"Mycteroperca","Mycteroperca rosacea",0.0133,2.97
"Mycteroperca","Mycteroperca xenarcha",0.0061,3.2
"Myliobatis","Myliobatis australis",0.0038,3.08
"Myliobatis","Myliobatis californica",0.0038,3.08
"Myrichthys","Myrichthys maculosus",0.00151,2.91
"Myrichthys","Myrichthys magnificus",0.00151,2.91
"Myrichthys","Myrichthys tigrinus",0.00151,2.91
"Myripristis","Myripristis adusta",0.0435,2.84
"Myripristis","Myripristis amaena",0.030344,3.086877
"Myripristis","Myripristis astakhovi",0.0182,3.05
"Myripristis","Myripristis aulacodes",0.0182,3.05
"Myripristis","Myripristis berndti",0.0168,3.0612
"Myripristis","Myripristis botche",0.027385,3.04685
"Myripristis","Myripristis chryseres",0.0182,3.05
"Myripristis","Myripristis clarionensis",0.0182,3.05
"Myripristis","Myripristis earlei",0.0182,3.05
"Myripristis","Myripristis gildi",0.0182,3.05
"Myripristis","Myripristis hexagona",0.0187,3.04
"Myripristis","Myripristis kuntee",0.015255,3.309325
"Myripristis","Myripristis leiognathus",0.00534,3.613
"Myripristis","Myripristis murdjan",0.0193,3.034
"Myripristis","Myripristis pralinia",0.0234,3.082005
"Myripristis","Myripristis randalli",0.0182,3.05
"Myripristis","Myripristis tiki",0.0182,3.05
"Myripristis","Myripristis violacea",0.038598,2.922834
"Myripristis","Myripristis vittata",0.0182,3.05
"Myripristis","Myripristis woodsi",0.0754,2.64
"Myripristis","Myripristis xanthacra",0.0182,3.05
"Narcine","Narcine entemedor",0.0121,2.98
"Naso","Naso annulatus",0.05103,2.71537
"Naso","Naso brachycentron",0.01995,3
"Naso","Naso brevirostris",0.032661,2.93798
"Naso","Naso caeruleacauda",0.0858,2.646
"Naso","Naso caesius",0.01995,3
"Naso","Naso elegans",0.002291,2.97
"Naso","Naso fageni",0.01995,3
"Naso","Naso hexacanthus",0.02411,2.882137
"Naso","Naso lituratus",0.0324,2.94
"Naso","Naso lopezi",0.01995,3
"Naso","Naso maculatus",0.01995,3
"Naso","Naso mcdadei",0.01995,3
"Naso","Naso minor",0.0127,3.258
"Naso","Naso reticulatus",0.01995,3
"Naso","Naso thynnoides",0.0069,3.457
"Naso","Naso tonganus",0.05795,2.806
"Naso","Naso tuberosus",0.01995,3
"Naso","Naso unicornis",0.029529,2.923551
"Naso","Naso vlamingii",0.03104,2.843
"Naucrates","Naucrates ductor",0.0138,2.95
"Neatypus","Neatypus obliquus",0.02291,2.99
"Nebrius","Nebrius ferrugineus",0.00417,3.07
"Nectamia","Nectamia bandanensis",0.014631,3.153803
"Nectamia","Nectamia fusca",0.04306,2.675486
"Nectamia","Nectamia savayensis",0.01549,3.07
"Negaprion","Negaprion acutidens",0.00254,3.16
"Negaprion","Negaprion brevirostris",0.00254,3.16
"Nemanthias","Nemanthias carberryi",0.00933,2.97
"Nemateleotris","Nemateleotris decora",0.00389,3.12
"Nemateleotris","Nemateleotris magnifica",0.00389,3.12
"Nemipterus","Nemipterus furcosus",0.00357,3.35726
"Nemipterus","Nemipterus peronii",0.009976,3.079966
"Nemipterus","Nemipterus vitiensis",0.01413,2.96
"Nemipterus","Nemipterus zysron",0.0384,2.84
"Neocirrhites","Neocirrhites armatus",0.01585,3.01
"Neoglyphidodon","Neoglyphidodon bonang",0.00239,2.99
"Neoglyphidodon","Neoglyphidodon carlsoni",0.00239,2.99
"Neoglyphidodon","Neoglyphidodon crossi",0.00239,2.99
"Neoglyphidodon","Neoglyphidodon melas",0.00239,2.99
"Neoglyphidodon","Neoglyphidodon nigroris",0.01782,3.1822
"Neoglyphidodon","Neoglyphidodon oxyodon",0.00239,2.99
"Neoglyphidodon","Neoglyphidodon polyacanthus",0.022416,3.111085
"Neoglyphidodon","Neoglyphidodon thoracotaeniatus",0.00239,2.99
"Neomyxus","Neomyxus leuciscus",0.0297,3.08
"Neoniphon","Neoniphon argenteus",0.032678,2.812598
"Neoniphon","Neoniphon opercularis",0.01484,3
"Neoniphon","Neoniphon sammara",0.00489,3.379
"Neoodax","Neoodax balteatus",0.00389,3.12
"Neopomacentrus","Neopomacentrus anabatoides",0.01479,2.98
"Neopomacentrus","Neopomacentrus aquadulcis",0.02239,2.99
"Neopomacentrus","Neopomacentrus azysron",0.027726,2.906419
"Neopomacentrus","Neopomacentrus bankieri",0.01479,2.98
"Neopomacentrus","Neopomacentrus cyanomos",0.01479,2.98
"Neopomacentrus","Neopomacentrus filamentosus",0.01479,2.98
"Neopomacentrus","Neopomacentrus fuliginosus",0.01479,2.98
"Neopomacentrus","Neopomacentrus metallicus",0.01479,2.98
"Neopomacentrus","Neopomacentrus miryae",0.01479,2.98
"Neopomacentrus","Neopomacentrus nemurus",0.0259,2.91315
"Neopomacentrus","Neopomacentrus sindensis",0.01479,2.98
"Neopomacentrus","Neopomacentrus sororius",0.02239,2.99
"Neopomacentrus","Neopomacentrus taeniurus",0.0724,2.262
"Neopomacentrus","Neopomacentrus violascens",0.01479,2.98
"Neopomacentrus","Neopomacentrus xanthurus",0.01479,2.98
"Neosebastes","Neosebastes scorpaenoides",0.01995,3.01
"Neosynchiropus","Neosynchiropus ocellatus",0.01023,2.96
"Neotrygon","Neotrygon kuhlii",0.0295,3.01
"Nexilosus","Nexilosus latifrons",0.01995,3.03
"Nicholsina","Nicholsina denticulata",0.01096,3.08
"Niphon","Niphon spinosus",0.01148,3.05
"Notocirrhitus","Notocirrhitus splendens",0.00933,3.08
"Notolabrus","Notolabrus fucicola",0.00781,3.161
"Notolabrus","Notolabrus gymnogenis",0.01995,2.99
"Notolabrus","Notolabrus inscriptus",0.01995,2.99
"Notolabrus","Notolabrus parilus",0.01995,2.99
"Notolabrus","Notolabrus tetricus",0.01995,2.99
"Novaculichthys","Novaculichthys taeniourus",0.0378,2.889
"Novaculoides","Novaculoides macrolepidotus",0.013,2.91
"Odontanthias","Odontanthias flagris",0.00933,2.97
"Odontanthias","Odontanthias rhodopeplus",0.00933,2.97
"Odontanthias","Odontanthias tapui",0.02512,2.97
"Odontanthias","Odontanthias unimaculatus",0.00933,2.97
"Odontoscion","Odontoscion eurymesops",0.00537,3.09
"Odontoscion","Odontoscion xanthops",0.00537,3.09
"Odonus","Odonus niger",0.0438,2.91
"Ogcocephalus","Ogcocephalus darwini",0.01995,2.95
"Ogilbyina","Ogilbyina salvati",0.02178,2.75249
"Olisthops","Olisthops cyanomelas",0.00389,3.12
"Omegophora","Omegophora armilla",0.02754,2.88
"Onigocia","Onigocia macrolepis",0.028,2.584
"Onigocia","Onigocia spinosa",0.0396,2.418
"Ophioblennius","Ophioblennius steindachneri",0.0115,2.933
"Ophthalmolepis","Ophthalmolepis lineolata",0.00447,3.14
"Opistognathus","Opistognathus punctatus",0.00389,3.12
"Opistognathus","Opistognathus rosenblatti",0.00389,3.12
"Opistognathus","Opistognathus scops",0.00389,3.12
"Oplegnathus","Oplegnathus insignis",0.01995,3.01
"Oplegnathus","Oplegnathus punctatus",0.01995,3.01
"Oplopomus","Oplopomus oplopomus",0.00891,3.07
"Orectolobus","Orectolobus hutchinsi",0.00389,3.12
"Orectolobus","Orectolobus ornatus",0.00389,3.12
"Orectolobus","Orectolobus wardi",0.00389,3.12
"Orthopristis","Orthopristis forbesi",0.0138,2.98
"Osteomugil","Osteomugil engeli",0.006546,3.197373
"Ostorhinchus","Ostorhinchus angustatus",0.012066,3.354236
"Ostorhinchus","Ostorhinchus apogonoides",0.00646,3.19
"Ostorhinchus","Ostorhinchus aureus",0.00994,3.265946
"Ostorhinchus","Ostorhinchus chrysopomus",0.01096,3.11
"Ostorhinchus","Ostorhinchus compressus",0.01458,2.98415
"Ostorhinchus","Ostorhinchus cookii",0.00448,3.68914
"Ostorhinchus","Ostorhinchus cyanosoma",0.012479,3.217056
"Ostorhinchus","Ostorhinchus dispar",0.00646,3.19
"Ostorhinchus","Ostorhinchus doederleini",0.008654,3.375599
"Ostorhinchus","Ostorhinchus flavus",0.01096,3.11
"Ostorhinchus","Ostorhinchus fleurieu",0.01288,3.1
"Ostorhinchus","Ostorhinchus holotaenia",0.01288,3.1
"Ostorhinchus","Ostorhinchus ishigakiensis",0.01288,3.1
"Ostorhinchus","Ostorhinchus limenus",0.01096,3.11
"Ostorhinchus","Ostorhinchus luteus",0.01096,3.11
"Ostorhinchus","Ostorhinchus margaritophorus",0.00646,3.19
"Ostorhinchus","Ostorhinchus moluccensis",0.01288,3.1
"Ostorhinchus","Ostorhinchus multilineatus",0.00646,3.19
"Ostorhinchus","Ostorhinchus nigrofasciatus",0.00812,3.41697
"Ostorhinchus","Ostorhinchus norfolcensis",0.0082,3.27709
"Ostorhinchus","Ostorhinchus novemfasciatus",0.00629,3.41355
"Ostorhinchus","Ostorhinchus parvulus",0.00646,3.19
"Ostorhinchus","Ostorhinchus properuptus",0.00646,3.19
"Ostorhinchus","Ostorhinchus rueppellii",0.01288,3.1
"Ostorhinchus","Ostorhinchus sealei",0.00646,3.19
"Ostorhinchus","Ostorhinchus taeniophorus",0.00646,3.19
"Ostorhinchus","Ostorhinchus victoriae",0.01096,3.11
"Ostracion","Ostracion cubicus",0.101,2.588
"Ostracion","Ostracion cyanurus",0.01122,3.04
"Ostracion","Ostracion meleagris",0.03548,2.81
"Ostracion","Ostracion rhinorhynchos",0.03548,2.81
"Ostracion","Ostracion solorensis",0.03548,2.81
"Ostracion","Ostracion trachys",0.03548,2.81
"Ostracion","Ostracion whitleyi",0.03548,2.81
"Othos","Othos dentex",0.00933,2.97
"Oxycheilinus","Oxycheilinus arenatus",0.0166,2.95
"Oxycheilinus","Oxycheilinus bimaculatus",0.036373,2.681524
"Oxycheilinus","Oxycheilinus celebicus",0.0134,3.245
"Oxycheilinus","Oxycheilinus digramma",0.0389,2.847
"Oxycheilinus","Oxycheilinus lineatus",0.0166,2.95
"Oxycheilinus","Oxycheilinus mentalis",0.0166,2.95
"Oxycheilinus","Oxycheilinus nigromarginatus",0.0166,2.95
"Oxycheilinus","Oxycheilinus orientalis",0.0166,2.95
"Oxycheilinus","Oxycheilinus unifasciatus",0.0166,2.95
"Oxycirrhites","Oxycirrhites typus",0.00389,3.12
"Oxymonacanthus","Oxymonacanthus halli",0.01047,3.05
"Oxymonacanthus","Oxymonacanthus longirostris",0.01047,3.05
"Oxyurichthys","Oxyurichthys papuensis",0.01232,2.978223
"Pantolabus","Pantolabus radiatus",0.01413,2.96
"Papilloculiceps","Papilloculiceps longiceps",0.00513,3.04
"Parablennius","Parablennius tasmanianus",0.00741,3
"Paracaesio","Paracaesio sordida",0.027,3.033
"Paracaesio","Paracaesio xanthura",0.0322,2.989
"Paracanthurus","Paracanthurus hepatus",0.02344,2.97
"Paracentropyge","Paracentropyge multifasciata",0.0302,2.89
"Parachaetodon","Parachaetodon ocellatus",0.02188,3.02
"Paracheilinus","Paracheilinus alfiani",0.00977,3.05
"Paracheilinus","Paracheilinus angulatus",0.00977,3.05
"Paracheilinus","Paracheilinus attenuatus",0.00977,3.05
"Paracheilinus","Paracheilinus bellae",0.00977,3.05
"Paracheilinus","Paracheilinus carpenteri",0.00977,3.05
"Paracheilinus","Paracheilinus cyaneus",0.00977,3.05
"Paracheilinus","Paracheilinus filamentosus",0.00977,3.05
"Paracheilinus","Paracheilinus flavianalis",0.00977,3.05
"Paracheilinus","Paracheilinus hemitaeniatus",0.00977,3.05
"Paracheilinus","Paracheilinus lineopunctatus",0.00977,3.05
"Paracheilinus","Paracheilinus mccoskeri",0.00977,3.05
"Paracheilinus","Paracheilinus nursalim",0.00977,3.05
"Paracheilinus","Paracheilinus octotaenia",0.00977,3.05
"Paracheilinus","Paracheilinus piscilineatus",0.00977,3.05
"Paracheilinus","Paracheilinus rennyae",0.00977,3.05
"Paracheilinus","Paracheilinus rubricaudalis",0.00977,3.05
"Paracheilinus","Paracheilinus togeanensis",0.00977,3.05
"Paracheilinus","Paracheilinus walton",0.00977,3.05
"Paracirrhites","Paracirrhites arcatus",0.00933,3.08
"Paracirrhites","Paracirrhites forsteri",0.00933,3.08
"Paracirrhites","Paracirrhites hemistictus",0.00933,3.08
"Paracirrhites","Paracirrhites nisus",0.00933,3.08
"Paracirrhites","Paracirrhites xanthus",0.00933,3.08
"Paragobiodon","Paragobiodon echinocephalus",0.01995,3.01
"Paragobiodon","Paragobiodon lacunicolus",0.01995,3.01
"Paragobiodon","Paragobiodon modestus",0.01995,3.01
"Paragobiodon","Paragobiodon xanthosoma",0.01995,3.01
"Parajulis","Parajulis poecilepterus",0.0098,3.21
"Paralabrax","Paralabrax albomaculatus",0.01096,3.06
"Paralabrax","Paralabrax auroguttatus",0.01096,3.06
"Paralabrax","Paralabrax maculatofasciatus",0.0325,2.915
"Paraluteres","Paraluteres prionurus",0.02188,2.91
"Paramonacanthus","Paramonacanthus cryptodon",0.02188,2.91
"Paramonacanthus","Paramonacanthus japonicus",0.0557,2.474
"Paramonacanthus","Paramonacanthus nipponensis",0.02188,2.91
"Paranthias","Paranthias colonus",0.0148,2.863
"Parapercis","Parapercis australis",0.00646,3.1
"Parapercis","Parapercis clathrata",0.00646,3.1
"Parapercis","Parapercis cylindrica",0.0143,2.95
"Parapercis","Parapercis haackei",0.00646,3.1
"Parapercis","Parapercis hexophtalma",0.00682,3.15726
"Parapercis","Parapercis lata",0.00646,3.1
"Parapercis","Parapercis lineopunctata",0.00646,3.1
"Parapercis","Parapercis millepunctata",0.00646,3.1
"Parapercis","Parapercis multiplicata",0.00646,3.1
"Parapercis","Parapercis schauinslandii",0.00646,3.1
"Parapercis","Parapercis signata",0.00646,3.1
"Parapercis","Parapercis stricticeps",0.00646,3.1
"Parapercis","Parapercis xanthozona",0.01329,2.88982
"Paraplesiops","Paraplesiops meleagris",0.00468,3.18
"Parapriacanthus","Parapriacanthus elongatus",0.01122,3.04
"Parapriacanthus","Parapriacanthus ransonneti",0.01122,3.04
"Parapristipomoides","Parapristipomoides squamimaxillaris",0.0138,3.02
"Parascyllium","Parascyllium variolatum",0.00389,3.12
"Parastromateus","Parastromateus niger",0.029563,2.895929
"Paratrypauchen","Paratrypauchen microcephalus",0.025231,2.363207
"Pardachirus","Pardachirus marmoratus",0.01122,3.07
"Pardachirus","Pardachirus pavoninus",0.00784,3.21804
"Pareques","Pareques fuscovittatus",0.00537,3.09
"Pareques","Pareques perissa",0.00537,3.09
"Pareques","Pareques viola",0.00537,3.09
"Parequula","Parequula melbournensis",0.01413,3.02
"Parma","Parma alboscapularis",0.02239,2.99
"Parma","Parma bicolor",0.01479,2.98
"Parma","Parma kermadecensis",0.02239,2.99
"Parma","Parma mccullochi",0.00239,2.99
"Parma","Parma microlepis",0.00239,2.99
"Parma","Parma occidentalis",0.00239,2.99
"Parma","Parma oligolepis",0.00239,2.99
"Parma","Parma polylepis",0.00239,2.99
"Parma","Parma unifasciata",0.00239,2.99
"Parma","Parma victoriae",0.00239,2.99
"Parupeneus","Parupeneus angulatus",0.01202,3.09
"Parupeneus","Parupeneus barberinoides",0.01047,3.09
"Parupeneus","Parupeneus barberinus",0.00627,3.195
"Parupeneus","Parupeneus biaculeatus",0.01202,3.09
"Parupeneus","Parupeneus chrysonemus",0.01202,3.09
"Parupeneus","Parupeneus chrysopleuron",0.0344,2.86
"Parupeneus","Parupeneus ciliatus",0.011869,3.206527
"Parupeneus","Parupeneus crassilabris",0.00576,3.313934
"Parupeneus","Parupeneus cyclostomus",0.0136,3.11
"Parupeneus","Parupeneus diagonalis",0.01202,3.09
"Parupeneus","Parupeneus forsskali",0.01202,3.09
"Parupeneus","Parupeneus fraserorum",0.01202,3.09
"Parupeneus","Parupeneus heptacanthus",0.009705,3.113888
"Parupeneus","Parupeneus indicus",0.0148,3.1
"Parupeneus","Parupeneus insularis",0.0169,3.1
"Parupeneus","Parupeneus jansenii",0.01202,3.09
"Parupeneus","Parupeneus louise",0.01202,3.09
"Parupeneus","Parupeneus macronemus",0.00538,3.32293
"Parupeneus","Parupeneus margaritatus",0.01202,3.09
"Parupeneus","Parupeneus minys",0.01202,3.09
"Parupeneus","Parupeneus multifasciatus",0.01136,3.211
"Parupeneus","Parupeneus nansen",0.01202,3.09
"Parupeneus","Parupeneus orientalis",0.01202,3.09
"Parupeneus","Parupeneus pleurostigma",0.01202,3.09
"Parupeneus","Parupeneus porphyreus",0.131,3.153
"Parupeneus","Parupeneus procerigena",0.01202,3.09
"Parupeneus","Parupeneus rubescens",0.0114,3.01
"Parupeneus","Parupeneus seychellensis",0.01202,3.09
"Parupeneus","Parupeneus spilurus",0.047408,2.816568
"Parupeneus","Parupeneus trifasciatus",0.00576,3.313934
"Pempheris","Pempheris adusta",0.01585,2.99
"Pempheris","Pempheris affinis",0.01585,2.99
"Pempheris","Pempheris analis",0.01585,2.99
"Pempheris","Pempheris compressa",0.01585,2.99
"Pempheris","Pempheris klunzingeri",0.01585,2.99
"Pempheris","Pempheris mangula",0.01585,2.99
"Pempheris","Pempheris multiradiata",0.01585,2.99
"Pempheris","Pempheris ornata",0.01585,2.99
"Pempheris","Pempheris oualensis",0.01445,2.98
"Pempheris","Pempheris schwenkii",0.01585,2.99
"Pempheris","Pempheris tominagai",0.01585,2.99
"Pempheris","Pempheris vanicolensis",0.0119,3.026
"Pentaceropsis","Pentaceropsis recurvirostris",0.01995,3.01
"Pentapodus","Pentapodus aureofasciatus",0.01514,2.97
"Pentapodus","Pentapodus bifasciatus",0.01514,2.97
"Pentapodus","Pentapodus caninus",0.01514,2.97
"Pentapodus","Pentapodus emeryii",0.01514,2.97
"Pentapodus","Pentapodus komodoensis",0.01514,2.97
"Pentapodus","Pentapodus nagasakiensis",0.01514,2.97
"Pentapodus","Pentapodus paradiseus",0.01514,2.97
"Pentapodus","Pentapodus porosus",0.01514,2.97
"Pentapodus","Pentapodus setosus",0.0106,3.073
"Pentapodus","Pentapodus trivittatus",0.01514,2.97
"Pentapodus","Pentapodus vitta",0.01514,2.97
"Pervagor","Pervagor alternans",0.02188,2.91
"Pervagor","Pervagor aspricaudus",0.02188,2.91
"Pervagor","Pervagor janthinosoma",0.025,2.946
"Pervagor","Pervagor marginalis",0.02188,2.91
"Pervagor","Pervagor melanocephalus",0.02188,2.91
"Pervagor","Pervagor nigrolineatus",0.02188,2.91
"Pervagor","Pervagor randalli",0.02188,2.91
"Pervagor","Pervagor spilosoma",0.02188,2.91
"Petroscirtes","Petroscirtes fallax",0.00537,3.05
"Petroscirtes","Petroscirtes lupus",0.00537,3.05
"Petroscirtes","Petroscirtes mitratus",0.00537,3.05
"Petroscirtes","Petroscirtes xestus",0.00537,3.05
"Pholidichthys","Pholidichthys leucotaenia",0.00389,3.12
"Photopectoralis","Photopectoralis bindus",0.040535,2.688369
"Phyllopteryx","Phyllopteryx taeniolatus",0.00049,3.1
"Pictichromis","Pictichromis paccagnellae",0.00049,3.1
"Pictichromis","Pictichromis porphyrea",0.00049,3.1
"Pictilabrus","Pictilabrus brauni",0.00977,3.05
"Pictilabrus","Pictilabrus laticlavius",0.00977,3.05
"Pictilabrus","Pictilabrus viridis",0.01,3.04
"Pinjalo","Pinjalo lewisi",0.01479,2.98
"Pinjalo","Pinjalo pinjalo",0.01479,2.98
"Plagiotremus","Plagiotremus azaleus",0.00537,3.05
"Plagiotremus","Plagiotremus ewaensis",0.00537,3.05
"Plagiotremus","Plagiotremus goslinei",0.00537,3.05
"Plagiotremus","Plagiotremus laudandus",0.00537,3.05
"Plagiotremus","Plagiotremus phenax",0.00537,3.05
"Plagiotremus","Plagiotremus rhinorhynchos",0.001316,3.671986
"Plagiotremus","Plagiotremus tapeinosoma",0.00523,2.90832
"Plagiotremus","Plagiotremus townsendi",0.00537,3.05
"Planiliza","Planiliza macrolepis",0.011252,2.981198
"Planiliza","Planiliza melinopterus",0.014907,2.924359
"Platax","Platax batavianus",0.02455,2.96
"Platax","Platax boersii",0.02455,2.96
"Platax","Platax orbicularis",0.0425,2.975
"Platax","Platax pinnatus",0.02455,2.96
"Platax","Platax teira",0.02455,2.96
"Platybelone","Platybelone argalus platyura",0.00102,3.06
"Plectorhinchus","Plectorhinchus albovittatus",0.01349,3.01
"Plectorhinchus","Plectorhinchus chaetodonoides",0.024973,3.022693
"Plectorhinchus","Plectorhinchus chrysotaenia",0.01349,3.01
"Plectorhinchus","Plectorhinchus chubbi",0.0195,2.96
"Plectorhinchus","Plectorhinchus cinctus",0.0195,2.96
"Plectorhinchus","Plectorhinchus diagrammus",0.0195,2.96
"Plectorhinchus","Plectorhinchus flavomaculatus",0.0398,2.86
"Plectorhinchus","Plectorhinchus gaterinus",0.01349,3.01
"Plectorhinchus","Plectorhinchus gibbosus",0.0396,2.761
"Plectorhinchus","Plectorhinchus lessonii",0.0195,2.96
"Plectorhinchus","Plectorhinchus lineatus",0.013066,3.067549
"Plectorhinchus","Plectorhinchus macrospilus",0.01349,3.01
"Plectorhinchus","Plectorhinchus multivittatus",0.0195,2.96
"Plectorhinchus","Plectorhinchus obscurus",0.028773,2.868363
"Plectorhinchus","Plectorhinchus paulayi",0.01349,3.01
"Plectorhinchus","Plectorhinchus pictus",0.051344,2.756835
"Plectorhinchus","Plectorhinchus picus",0.011985,3.05946
"Plectorhinchus","Plectorhinchus plagiodesmus",0.0195,2.96
"Plectorhinchus","Plectorhinchus playfairi",0.01349,3.01
"Plectorhinchus","Plectorhinchus polytaenia",0.01349,3.01
"Plectorhinchus","Plectorhinchus schotaf",0.01349,3.01
"Plectorhinchus","Plectorhinchus sordidus",0.036,2.75
"Plectorhinchus","Plectorhinchus umbrinus",0.01,3.04
"Plectorhinchus","Plectorhinchus vittatus",0.01349,3.01
"Plectranthias","Plectranthias alcocki",0.00389,3.12
"Plectranthias","Plectranthias altipinnatus",0.01,3.04
"Plectranthias","Plectranthias anthioides",0.00933,2.97
"Plectranthias","Plectranthias fourmanoiri",0.00933,2.97
"Plectranthias","Plectranthias inermis",0.00933,2.97
"Plectranthias","Plectranthias longimanus",0.00933,2.97
"Plectranthias","Plectranthias nanus",0.00933,2.97
"Plectranthias","Plectranthias nazcae",0.01,3.04
"Plectranthias","Plectranthias randalli",0.02512,2.97
"Plectranthias","Plectranthias wheeleri",0.02512,2.97
"Plectranthias","Plectranthias winniensis",0.00933,2.97
"Plectroglyphidodon","Plectroglyphidodon dickii",0.0612,2.747
"Plectroglyphidodon","Plectroglyphidodon flaviventris",0.02239,2.99
"Plectroglyphidodon","Plectroglyphidodon imparipennis",0.01479,2.98
"Plectroglyphidodon","Plectroglyphidodon johnstonianus",0.0612,2.635
"Plectroglyphidodon","Plectroglyphidodon lacrymatus",0.02239,2.99
"Plectroglyphidodon","Plectroglyphidodon leucozonus",0.02239,2.99
"Plectroglyphidodon","Plectroglyphidodon phoenixensis",0.02239,2.99
"Plectroglyphidodon","Plectroglyphidodon randalli",0.02239,2.99
"Plectroglyphidodon","Plectroglyphidodon sagmarius",0.01479,2.98
"Plectroglyphidodon","Plectroglyphidodon sindonis",0.02239,2.99
"Plectropomus","Plectropomus areolatus",0.01148,3.05
"Plectropomus","Plectropomus laevis",0.00523,3.23774
"Plectropomus","Plectropomus leopardus",0.009115,3.105091
"Plectropomus","Plectropomus maculatus",0.00647,3.22
"Plectropomus","Plectropomus oligacanthus",0.0155,2.972
"Plectropomus","Plectropomus pessuliferus",0.01148,3.05
"Plectropomus","Plectropomus punctatus",0.01148,3.05
"Plectrypops","Plectrypops lima",0.01767,3.13906
"Plesiops","Plesiops coeruleolineatus",0.0067,3.496
"Pleurosicya","Pleurosicya micheli",0.00617,3.08
"Plotosus","Plotosus lineatus",0.008,2.95
"Pogonoperca","Pogonoperca ocellata",0.01122,3.06
"Pogonoperca","Pogonoperca punctata",0.01122,3.06
"Polydactylus","Polydactylus microstomus",0.017398,3.037085
"Polydactylus","Polydactylus sexfilis",0.0254,3.189884
"Polylepion","Polylepion cruentum",0.002,3.63
"Polylepion","Polylepion russelli",0.00977,3.05
"Pomacanthus","Pomacanthus annularis",0.0309,2.9
"Pomacanthus","Pomacanthus asfur",0.0309,2.9
"Pomacanthus","Pomacanthus chrysurus",0.0309,2.9
"Pomacanthus","Pomacanthus imperator",0.0371,2.968
"Pomacanthus","Pomacanthus maculosus",0.029,3
"Pomacanthus","Pomacanthus navarchus",0.0309,2.9
"Pomacanthus","Pomacanthus rhomboides",0.0309,2.9
"Pomacanthus","Pomacanthus semicirculatus",0.0309,2.9
"Pomacanthus","Pomacanthus sexstriatus",0.06686,2.72378
"Pomacanthus","Pomacanthus xanthometopon",0.0309,2.9
"Pomacanthus","Pomacanthus zonipectus",0.0309,2.9
"Pomacentrus","Pomacentrus adelus",0.01761,3.2915
"Pomacentrus","Pomacentrus agassizii",0.02344,2.99
"Pomacentrus","Pomacentrus albicaudatus",0.02344,2.99
