speccode,species,a,b,lmax_old,family,lmax
5728,Pomacentrus reidi,0.02344,2.99,NA,Pomacentridae,9
12719,Pseudanthias bartlettorum,0.00933,2.97,NA,Serranidae,9
23766,Pseudanthias ignitus,0.00933,2.97,NA,Serranidae,9
24442,Pseudochromis dixurus,0.01175,3.01,NA,Pseudochromidae,9
24440,Pseudochromis olivaceus,0.00501,3.11,NA,Pseudochromidae,9
5621,Pteragogus guttatus,0.0166,2.95,NA,Labridae,9
23251,Sargocentron macrosquamis,0.0166,2.97,NA,Holocentridae,9
11847,Amphiprion thiellei,0.01122,3.04,NA,Pomacentridae,9
6543,Canthigaster janthinoptera,0.02818,2.094,NA,Tetraodontidae,9
67511,Canthigaster petersii,0.02818,2.094,NA,Tetraodontidae,9
12829,Canthigaster tyleri,0.02818,2.094,NA,Tetraodontidae,9
8773,Centropyge colini,0.0302,2.89,NA,Pomacanthidae,9
25424,Centropyge debelius,0.0302,2.89,NA,Pomacanthidae,9
10997,Centropyge joculator,0.0302,2.89,NA,Pomacanthidae,9
11000,Centropyge multicolor,0.0302,2.89,NA,Pomacanthidae,9
25425,Centropyge nahackyi,0.0302,2.89,NA,Pomacanthidae,9
11111,Centropyge shepardi,0.0302,2.89,NA,Pomacanthidae,9
11861,Chromis dimidiata,0.01778,2.99,NA,Pomacentridae,9
5675,Chromis margaritifer,0.01778,2.99,NA,Pomacentridae,9
12447,Chrysiptera notialis,0.01479,2.98,NA,Pomacentridae,9
5698,Chrysiptera oxycephala,0.02239,2.99,NA,Pomacentridae,9
9254,Dascyllus strasburgi,0.02239,2.99,NA,Pomacentridae,9
7567,Ecsenius lineatus,0.00741,3,NA,Blenniidae,9
23530,Labroides rubrolabiatus,0.00447,3.14,NA,Labridae,9
8432,Liopropoma mitratum,0.01122,3.04,NA,Serranidae,9
65151,Alburnoides petrubanarescui,0.0045,3.19,7.53,Cyprinidae,8.9
62486,Astyanax laticeps,0.0142,3.277,8.9,Characidae,8.9
52386,Hypleurochilus fissicornis,0.018,2.94,8.9,Blenniidae,8.9
4131,Oligocottus snyderi,0.0116,3.404,5.48,Cottidae,8.9
2413,Enteromius callipterus,0.018966667,2.721333333,8.9,Cyprinidae,8.9
66832,Oxynoemacheilus mesudae,0.0161,2.628,8.9,Nemacheilidae,8.9
60095,Gagata youssoufi,0.012,3.004,8.9,Sisoridae,8.9
7981,Neosynchiropus ocellatus,0.01023,2.96,NA,Callionymidae,8.9
25507,Apogon atradorsatus,0.01072,3.1,NA,Apogonidae,8.9
67409,Chaetodontoplus cephalareticulatus,0.0302,2.89,NA,Pomacanthidae,8.9
4404,Cirripectes variolosus,0.00741,3,NA,Blenniidae,8.9
12789,Halichoeres binotopsis,0.01,3.08,NA,Labridae,8.9
25553,Lepidonectes corallicola,0.0055,3.08,NA,Tripterygiidae,8.9
47866,Sabanejewia caspia,0.0045,3.0895,8.8,Cobitidae,8.8
52617,Oligosarcus pintoi,0.0149,3.32,8.8,Characidae,8.8
27921,Poptella brevispina,0.01725,3.165,9.1,Characidae,8.8
54765,Jenynsia multidentata,0.01657,3.181166667,8.8,Anablepidae,8.8
63293,Oxynoemacheilus ceyhanensis,0.0056,3.132,8.8,Nemacheilidae,8.8
8894,Thysochromis ansorgii,0.01925,3.009,14.4,Cichlidae,8.8
65073,Halichoeres claudia,0.0049,3.11,NA,Labridae,8.8
6590,Diaphus dumerilii,0.00595,3.018,9.8,Myctophidae,8.7
50072,Characidium pterostictum,0.0131,3.147,8.7,Crenuchidae,8.7
58694,Syngnathus makaxi,8.00E-04,2.834,8.7,Syngnathidae,8.7
63046,Moenkhausia heikoi,0.0082,3.36,8.7,Characidae,8.7
67153,Pseudophoxinus burduricus,0.0078,3.3,6.8,Cyprinidae,8.7
49589,Astroblepus caquetae,0.00968,3.009,8.7,Astroblepidae,8.7
66378,Cobitis faridpaki,0.011366667,2.924,8.74,Cobitidae,8.7
64240,Bodianus sepiacaudus,0.01,3.04,NA,Labridae,8.7
7320,Pseudogramma polyacantha,0.019385,3,8.1,Serranidae,8.6
15426,Pterapogon kauderni,0.18,2.151,6,Apogonidae,8.6
63596,Oxynoemacheilus samanticus,0.00851,2.919,8.6,Nemacheilidae,8.6
11386,Enteromius lineomaculatus,0.03835,2.7005,7.2,Cyprinidae,8.6
23697,Istiblennius rivulatus,0.01263,3,10.2,Blenniidae,8.6
64181,Amphiprion barberi,0.02291,2.99,NA,Pomacentridae,8.6
61396,Canthigaster natalensis,0.02818,2.094,NA,Tetraodontidae,8.6
65526,Chaetodontoplus poliourus,0.0302,2.89,NA,Pomacanthidae,8.6
5829,Amblycirrhitus bimacula,0.02984,3,NA,Cirrhitidae,8.5
46996,Notoclinus compressus,0.00247,3.317,8.7,Tripterygiidae,8.5
8362,Micropanchax johnstoni,0.0139,3.202,NA,Poeciliidae,8.5
24694,Schistura rupecula,0.00525,3.1,8.52,Nemacheilidae,8.5
12476,Pomacentrus adelus,0.01761,3.2915,8,Pomacentridae,8.5
25993,Oxynoemacheilus angorae,0.00861,3.019,8.3,Nemacheilidae,8.5
27765,Imparfinis mirini,0.0122,3.11,8.05,Heptapteridae,8.5
3187,Fundulus chrysotus,0.0207,2.94,6.5,Fundulidae,8.5
62481,Romanogobio macropterus,0.0099,2.86,6.7,Cyprinidae,8.5
5726,Pomacentrus pavo,0.03084,2.873265,9.5,Pomacentridae,8.5
6599,Chromis leucura,0.03409,3,6.5,Pomacentridae,8.5
7807,Meiacanthus smithi,0.00537,3.05,NA,Blenniidae,8.5
59645,Paracheilinus flavianalis,0.00977,3.05,NA,Labridae,8.5
6520,Amblyeleotris japonica,0.00617,3.08,NA,Gobiidae,8.5
6074,Petroscirtes mitratus,0.00537,3.05,NA,Blenniidae,8.5
9721,Amblypomacentrus breviceps,0.01479,2.98,NA,Pomacentridae,8.5
5719,Pomacentrus burroughi,0.01479,2.98,NA,Pomacentridae,8.5
65899,Serranus tico,0.01096,3.05,NA,Serranidae,8.5
5778,Sphaeramia nematoptera,0.01549,3.07,NA,Apogonidae,8.5
57372,Stethojulis marquesensis,0.01,3.06,NA,Labridae,8.5
12784,Vanderhorstia ornatissima,0.00617,3.08,NA,Gobiidae,8.5
3769,Parablennius marmoreus,0.0109,3.0249,NA,Blenniidae,8.5
5410,Choeroichthys sculptus,0.00049,3.1,NA,Syngnathidae,8.5
5670,Chromis alpha,0.01778,2.99,NA,Pomacentridae,8.5
12433,Chromis westaustralis,0.01479,2.98,NA,Pomacentridae,8.5
5695,Chrysiptera cyanea,0.01479,2.98,NA,Pomacentridae,8.5
64182,Cirrhilabrus beauperryi,0.01995,3,NA,Labridae,8.5
60740,Cirrhilabrus joanallenae,0.0166,2.95,NA,Labridae,8.5
25031,Cirrhilabrus randalli,0.0166,2.95,NA,Labridae,8.5
25763,Cirrhilabrus rhomboidalis,0.0166,2.95,NA,Labridae,8.5
46818,Dotalabrus alleni,0.01,3.04,NA,Labridae,8.5
7242,Koumansetta hectori,0.00617,3.08,NA,Gobiidae,8.5
5478,Koumansetta rainfordi,0.00617,3.08,NA,Gobiidae,8.5
26498,Oxynoemacheilus tigris,0.00475,3.2325,8.4,Nemacheilidae,8.4
7813,Centropyge fisheri,0.0545,2.59,8.4,Pomacanthidae,8.4
3421,Etheostoma flabellare,0.00202,3.0805,7.8,Percidae,8.4
59481,Cirrhilabrus claire,0.0166,2.95,NA,Labridae,8.4
23595,Gnatholepis anjerensis,0.00871,3.06,NA,Gobiidae,8.4
60167,Triplophysa brevicauda,0.00991,2.77,11,Nemacheilidae,8.3
9945,Favonigobius reichei,0.0152,3.18,4.5,Gobiidae,8.3
23701,Pterogobius elapoides,0.00639,3.172,7.7,Gobiidae,8.3
130,Argyropelecus aculeatus,0.016,3,NA,Sternoptychidae,8.3
48641,Bunocephalus doriae,0.0149,3.01,5,Aspredinidae,8.3
61068,Amblyglyphidodon indicus,0.02239,2.99,NA,Pomacentridae,8.3
61113,Amblyglyphidodon orbicularis,0.02239,2.99,NA,Pomacentridae,8.3
14457,Plectranthias wheeleri,0.02512,2.97,NA,Serranidae,8.3
49543,Bidenichthys beeblebroxi,0.0148,2.919,8.2,Bythitidae,8.2
27899,Malacoctenus delalandii,0.0122,2.95,5.5,Labrisomidae,8.2
3855,Gnatholepis thompsoni,0.00351,3.766,5.2,Gobiidae,8.2
67868,Alburnoides samiii,0.0083,3.15525,11.2,Cyprinidae,8.2
26865,Halichoeres signifer,0.0049,3.11,NA,Labridae,8.2
54797,Oxynoemacheilus kermanshahensis,0.0114,2.8925,8.1,Nemacheilidae,8.1
7421,Triphoturus nigrescens,0.00619,3.05,8.1,Myctophidae,8.1
55331,Cobitis turcica,0.092,3.136,12.3,Cobitidae,8.1
47695,Polyipnus asteroides,0.03477,2.55,8.7,Sternoptychidae,8.1
67571,Paracobitis persa,0.0091,2.83,8.35,Nemacheilidae,8.1
56330,Paracirrhites nisus,0.00933,3.08,NA,Cirrhitidae,8.1
49436,Suttonia lineata,0.00407,3.14,NA,Serranidae,8.1
16946,Blenniella cyanostigma,0.00741,3,NA,Blenniidae,8.1
555,Encrasicholina devisi,0.0126775,2.978,10,Engraulidae,8
49540,Austrolebias viarius,0.0029,3.4123,4.5,Rivulidae,8
12462,Neopomacentrus nemurus,0.0259,2.91315,7,Pomacentridae,8
10701,Hypseleotris aurea,0.00835,3,3.3,Eleotridae,8
4811,Secutor ruconius,0.033642857,2.754,7.9,Leiognathidae,8
3844,Coryphopterus glaucofraenum,0.01298,2.892333333,6,Gobiidae,8
754,Maurolicus muelleri,0.00564,3.4955,5.8,Sternoptychidae,8
4695,Micropercops cinctus,0.0083,3.114666667,7.66,Odontobutidae,8
28233,Parablennius laticlavius,0.00584,3.143,6.6,Blenniidae,8
5718,Pomacentrus brachialis,0.010566667,3.336893333,9.5,Pomacentridae,8
2404,Micralestes occidentalis,0.04,2.213,5.6,Alestidae,8
10130,Parambassis ranga,0.0202,2.8775,6.4,Ambassidae,8
24661,Triplophysa marmorata,0.00899,3,14.5,Nemacheilidae,8
9191,Pomatoschistus marmoratus,0.007511667,3.199333333,6.2,Gobiidae,8
16326,Parablennius incognitus,0.0103,3.06,8,Blenniidae,8
3535,Astrapogon stellatus,0.017,3.077,5.7,Apogonidae,8
27409,Vinciguerria lucetia,0.00329,3.51,5.1,Phosichthyidae,8
5745,Fowleria variegata,0.01597,3.270295,8,Apogonidae,8
8126,Chromis iomelas,0.023275,3.149465,8,Pomacentridae,8
51292,Astyanax ribeirae,0.0134,3.21,4.6,Characidae,8
15783,Gymnogobius castaneus,0.01321,3,5.2,Gobiidae,8
55887,Acheilognathus imberbis,0.0101,2.982,7.3,Cyprinidae,8
3079,Gobiesox strumosus,0.0128,3.036,4.2,Gobiesocidae,8
5777,Taeniamia zosterophora,0.0313,2.697,7.5,Apogonidae,8
4600,Ostorhinchus cyanosoma,0.016893333,3.174093333,6.9,Apogonidae,8
26443,Ctenobrycon hauxwellianus,0.0132,3.003,7.9,Characidae,8
48259,Pungitius laevis,0.0125,2.774,8,Gasterosteidae,8
568,Stolephorus holodon,0.0079,3.275,7.9,Engraulidae,8
571,Stolephorus insularis,0.00261,3.217,NA,Engraulidae,8
12339,Serranus flaviventris,0.0085,3.42535,8,Serranidae,8
13619,Amblypharyngodon melettinus,0.00817,3.109,NA,Cyprinidae,8
58044,Bryconamericus pectinatus,0.0073,3.329,8,Characidae,8
3537,Phaeoptyx pigmentaria,0.008305,3.3132,6,Apogonidae,8
24858,Glyptothorax poonaensis,0.0087,3.244,12,Sisoridae,8
3189,Fundulus confluentus,0.019,3.02,6.8,Fundulidae,8
12451,Chrysiptera taupou,0.029845,2.851575,8.2,Pomacentridae,8
12458,Neopomacentrus bankieri,0.01479,2.98,NA,Pomacentridae,8
46445,Ostorhinchus holotaenia,0.01288,3.1,NA,Apogonidae,8
14832,Ostorhinchus victoriae,0.01096,3.11,NA,Apogonidae,8
7229,Amblyeleotris fasciata,0.00617,3.08,NA,Gobiidae,8
4843,Paracheilinus carpenteri,0.00977,3.05,NA,Labridae,8
4842,Paracheilinus mccoskeri,0.00977,3.05,NA,Labridae,8
6070,Plagiotremus laudandus,0.00537,3.05,NA,Blenniidae,8
12787,Plagiotremus phenax,0.00537,3.05,NA,Blenniidae,8
25210,Pomacentrus armillatus,0.02344,2.99,NA,Pomacentridae,8
10252,Pomacentrus australis,0.01479,2.98,NA,Pomacentridae,8
6621,Pomacentrus nigromarginatus,0.01479,2.98,NA,Pomacentridae,8
10281,Pomacentrus wardi,0.02344,2.99,NA,Pomacentridae,8
23329,Pseudanthias lunulatus,0.01,3.04,NA,Serranidae,8
7323,Pseudochromis marshallensis,0.00501,3.11,NA,Pseudochromidae,8
46537,Serranus socorroensis,0.01096,3.05,NA,Serranidae,8
14987,Trachinops brauni,0.00468,3.18,NA,Plesiopidae,8
47200,Trinorfolkia clarkei,0.0055,3.08,NA,Tripterygiidae,8
4870,Wetmorella nigropinnata,0.01995,3,NA,Labridae,8
7295,Antennarius randalli,0.01995,3.01,NA,Antennariidae,8
5753,Apogon doryssa,0.01549,3.07,NA,Apogonidae,8
5281,Gramma loreto,0.016,3,NA,Grammatidae,8
17468,Callionymus enneactis,0.00933,2.77,NA,Callionymidae,8
9222,Centropyge acanthops,0.0302,2.89,NA,Pomacanthidae,8
12629,Cheilodipterus novemstriatus,0.01096,3.11,NA,Apogonidae,8
12764,Choeroichthys cinctus,0.00049,3.1,NA,Syngnathidae,8
11863,Chromis flavipectoralis,0.01778,2.99,NA,Pomacentridae,8
3351,Serranus tortugarum,0.0193,2.8511,NA,Serranidae,8
12438,Chrysiptera annulata,0.01479,2.98,NA,Pomacentridae,8
12521,Chrysiptera bleekeri,0.01479,2.98,NA,Pomacentridae,8
5697,Chrysiptera brownriggii,0.01479,2.98,NA,Pomacentridae,8
11966,Chrysiptera flavipinnis,0.01479,2.98,NA,Pomacentridae,8
54179,Cirrhilabrus condei,0.0166,2.95,NA,Labridae,8
10615,Cirrhilabrus filamentosus,0.0166,2.95,NA,Labridae,8
13041,Cirrhilabrus lubbocki,0.0166,2.95,NA,Labridae,8
3607,Centropyge argi,0.0314,2.7995,NA,Pomacanthidae,8
25764,Conniella apterygia,0.00447,3.14,NA,Labridae,8
7238,Ctenogobiops feroculus,0.00617,3.08,NA,Gobiidae,8
5111,Dascyllus melanurus,0.02239,2.99,NA,Pomacentridae,8
12634,Ecsenius frontalis,0.00741,3,NA,Blenniidae,8
12635,Ecsenius gravieri,0.00741,3,NA,Blenniidae,8
12834,Fusigobius longispinus,0.00891,3.07,NA,Gobiidae,8
12866,Liopropoma africanum,0.01122,3.04,NA,Serranidae,8
7448,Liopropoma multilineatum,0.00389,3.12,NA,Serranidae,8
12869,Liopropoma tonstrinum,0.00389,3.12,NA,Serranidae,8
7240,Mahidolia mystacina,0.00617,3.08,NA,Gobiidae,8
46679,Malacoctenus zonifer,0.00955,3.04,NA,Labrisomidae,8
47138,Neosalanx anderssoni,0.00389,2.9,11.49,Salangidae,7.9
39,Aphia minuta,0.001223333,3.526666667,6.9,Gobiidae,7.9
12525,Helogenes marmoratus,0.01225,3.17,7.9,Cetopsidae,7.9
7424,Myctophum affine,0.0312,2.052,NA,Myctophidae,7.9
61083,Pomacentrus bintanensis,0.01,3.04,NA,Pomacentridae,7.9
66979,Pteragogus trispilus,0.01995,3,NA,Labridae,7.9
50118,Sargocentron megalops,0.0166,2.97,NA,Holocentridae,7.9
4864,Labropsis polynesica,0.00977,3.05,NA,Labridae,7.9
54884,Neosalanx tangkahkeii,0.002745,3.205,7.93,Salangidae,7.8
3432,Etheostoma juliae,0.01375,3.161,NA,Percidae,7.8
55418,Neosalanx taihuensis,0.002205,3.205,7.8,Salangidae,7.8
6591,Lepidophanes guentheri,0.00923,2.755,NA,Myctophidae,7.8
51283,Creagrutus affinis,0.0218,2.98,3.8,Characidae,7.8
8120,Hypoatherina ovalaua,0.00214,3.27,NA,Atherinidae,7.8
60144,Neosalanx pseudotaihuensis,0.00209,3.156,NA,Salangidae,7.8
24673,Lepidocephalichthys annandalei,0.004,3.27,7.8,Cobitidae,7.8
23359,Poecilia vivipara,0.0075625,3.422,7.8,Poeciliidae,7.8
55238,Pseudocheilinus dispilus,0.0166,2.95,NA,Labridae,7.8
67040,Suezichthys rosenblatti,0.00447,3.14,NA,Labridae,7.8
49437,Suttonia suttoni,0.00407,3.14,NA,Serranidae,7.8
55008,Canthigaster rapaensis,0.02818,2.094,NA,Tetraodontidae,7.8
51342,Bryconamericus microcephalus,0.006583333,3.587,7.7,Characidae,7.7
66738,Trichomycterus pirabitira,0.0125,2.99,7.72,Trichomycteridae,7.7
3405,Etheostoma caeruleum,0.00076,3.32,5.7,Percidae,7.7
50117,Sargocentron iota,0.0166,2.97,NA,Holocentridae,7.7
55311,Oxynoemacheilus bergianus,0.0106,2.83,7.55,Nemacheilidae,7.6
55010,Canthigaster inframacula,0.02818,2.094,NA,Tetraodontidae,7.6
64212,Chromis pura,0.01778,2.99,NA,Pomacentridae,7.6
54320,Halichoeres orientalis,0.01,3.08,NA,Labridae,7.6
13138,Macropharyngodon choati,0.01,3.06,NA,Labridae,7.6
5744,Fowleria marmorata,0.001335,4.039045,7.5,Apogonidae,7.5
9862,Nothobranchius melanospilus,0.00251,3.552,NA,Nothobranchiidae,7.5
52595,Moenkhausia loweae,0.0079,3.33,7.5,Characidae,7.5
3738,Malacoctenus triangulatus,0.00891,3,5.3,Labrisomidae,7.5
1461,Jenkinsia lamprotaenia,0.003385,3.61405,5.3,Clupeidae,7.5
4717,Pterophyllum scalare,0.075,2.807,7.5,Cichlidae,7.5
9985,Psammogobius knysnaensis,0.0179,3.166,6.4,Gobiidae,7.5
559,Encrasicholina purpurea,0.0237,3.14,4.8,Engraulidae,7.5
50446,Hisonotus laevior,0.00423,2.52,7.5,Loricariidae,7.5
65153,Alburnoides nicolausi,0.008,3.28,6.9,Cyprinidae,7.5
2892,Lythrurus roseipinnis,0.00251,3.42,7.6,Cyprinidae,7.5
7425,Myctophum selenops,0.107,2.086,NA,Myctophidae,7.5
7438,Diaphus metopoclampus,0.0136,2.95,10.6,Myctophidae,7.5
3858,Ctenogobius boleosoma,0.00696,2.992,5.8,Gobiidae,7.5
3891,Microgobius gulosus,0.00793,3,6.1,Gobiidae,7.5
24806,Secutor megalolepis,0.01445,3.0906,7.5,Leiognathidae,7.5
7777,Corydoras aeneus,0.0744,2.77,5,Callichthyidae,7.5
11801,Bathygobius cyclopterus,0.01437,3,7.1,Gobiidae,7.5
48392,Phenacorhamdia tenebrosa,0.0137,2.66,7.54,Heptapteridae,7.5
4575,Rudarius ercodes,0.02922,2.873,5.2,Monacanthidae,7.5
11819,Engraulicypris brevianalis,0.013,2.94,NA,Cyprinidae,7.5
5669,Chromis agilis,0.0379,3,6.7,Pomacentridae,7.5
12645,Cypho purpurascens,0.01332,3.003915,8.1,Pseudochromidae,7.5
16164,Parambassis siamensis,0.0169,3.412,7.5,Ambassidae,7.5
4680,Poecilia sphenops,0.028,2.97,7.5,Poeciliidae,7.5
60706,Astyanax aeneus,0.018,3.205,9.5,Characidae,7.5
1798,Lesueurigobius suerii,0.0155,2.561,7.5,Gobiidae,7.5
10227,Neopomacentrus azysron,0.027765,2.905655,6.9,Pomacentridae,7.5
5706,Neopomacentrus violascens,0.0297,2.868,NA,Pomacentridae,7.5
48756,Trichomycterus candidus,0.0149,2.7,4.97,Trichomycteridae,7.5
4845,Paracheilinus angulatus,0.00977,3.05,NA,Labridae,7.5
52496,Pempheris ornata,0.01585,2.99,NA,Pempheridae,7.5
6077,Petroscirtes xestus,0.00537,3.05,NA,Blenniidae,7.5
12488,Pomacentrus cuneatus,0.01479,2.98,NA,Pomacentridae,7.5
12495,Pomacentrus melanochir,0.01479,2.98,NA,Pomacentridae,7.5
12496,Pomacentrus milleri,0.01479,2.98,NA,Pomacentridae,7.5
8277,Pomacentrus tripunctatus,0.02344,2.99,NA,Pomacentridae,7.5
25682,Pseudanthias parvirostris,0.00933,2.97,NA,Serranidae,7.5
5619,Pseudocheilinus tetrataenia,0.01622,2.96,NA,Labridae,7.5
4413,Suezichthys russelli,0.00447,3.14,NA,Labridae,7.5
27030,Synchiropus moyeri,0.01023,2.96,NA,Callionymidae,7.5
8256,Apogon dovii,0.01072,3.1,NA,Apogonidae,7.5
24253,Brachaluteres ulvarum,0.02188,2.91,NA,Monacanthidae,7.5
6545,Canthigaster leoparda,0.02818,2.094,NA,Tetraodontidae,7.5
12684,Canthigaster ocellicincta,0.02818,2.094,NA,Tetraodontidae,7.5
5672,Chromis caudalis,0.01778,2.99,NA,Pomacentridae,7.5
61078,Chrysiptera kuiteri,0.01,3.04,NA,Pomacentridae,7.5
5486,Chrysiptera rollandi,0.01479,2.98,NA,Pomacentridae,7.5
12781,Cirrhilabrus rubriventralis,0.0166,2.95,NA,Labridae,7.5
59640,Cirrhilabrus tonozukai,0.0166,2.95,NA,Labridae,7.5
13767,Cryptocentrus leucostictus,0.00617,3.08,NA,Gobiidae,7.5
7215,Fusigobius neophytus,0.00891,3.07,NA,Gobiidae,7.5
58178,Halichoeres chlorocephalus,0.01,3.08,NA,Labridae,7.5
8431,Liopropoma collettei,0.00389,3.12,NA,Serranidae,7.5
25522,Malacoctenus tetranemus,0.00955,3.04,NA,Labrisomidae,7.5
14274,Pseudochromis tapeinosoma,0.02026,3,5,Pseudochromidae,7.4
5747,Rhabdamia gracilis,0.0103,3.09,7.4,Apogonidae,7.4
22674,Neosalangichthys ishikawae,0.01538,2.24,6.27,Salangidae,7.4
28025,Characidium zebra,0.016181429,3.002,7.4,Crenuchidae,7.4
68530,Oxynoemacheilus euphraticus,0.0062,2.972,6.6,Nemacheilidae,7.4
63242,Parapercis lineopunctata,0.00646,3.1,NA,Pinguipedidae,7.4
54369,Pictilabrus brauni,0.00977,3.05,NA,Labridae,7.4
49427,Pseudogramma astigma,0.00407,3.14,NA,Serranidae,7.4
57373,Stethojulis notialis,0.0049,3.11,NA,Labridae,7.4
56456,Piabina argentea,0.0166,3.09,7.3,Characidae,7.3
55317,Oxynoemacheilus tongiorgii,0.0132,2.948,7.25,Nemacheilidae,7.3
51057,Jupiaba polylepis,0.0092,3.22,7.3,Characidae,7.3
67570,Paracobitis molavii,0.0147,2.98,7.13,Nemacheilidae,7.3
11876,Bolinichthys photothorax,0.00639,3.036,NA,Myctophidae,7.3
48340,Pelasgus prespensis,0.0102,3.02,7.3,Cyprinidae,7.3
67650,Pseudojuloides edwardi,0.0049,3.06,NA,Labridae,7.3
50231,Sargocentron shimizui,0.0166,2.97,NA,Holocentridae,7.3
27667,Aphyocharax dentatus,0.0575,2.37,4.9,Characidae,7.2
3445,Etheostoma nigrum,0.0012,3.06,5.3,Percidae,7.2
47833,Rhodeus lighti,0.00935,3.179,7.2,Cyprinidae,7.2
3468,Etheostoma spectabile,0.00056,3.339,NA,Percidae,7.2
66360,Oxynoemacheilus kiabii,0.00835,3.2435,7.2,Nemacheilidae,7.2
67312,Plectranthias alcocki,0.00389,3.12,NA,Serranidae,7.2
59194,Pseudanthias mooreanus,0.00933,2.97,NA,Serranidae,7.2
12738,Pseudochromis flavivertex,0.00501,3.11,NA,Pseudochromidae,7.2
4850,Pseudojuloides pyrius,0.01,3.06,NA,Labridae,7.2
12820,Upeneus francisi,0.00933,3.09,NA,Mullidae,7.2
46112,Campichthys tryoni,0.00049,3.1,NA,Syngnathidae,7.2
26638,Chromis flavaxilla,0.01778,2.99,NA,Pomacentridae,7.2
25030,Cirrhilabrus rubrisquamis,0.0166,2.95,NA,Labridae,7.2
65779,Halichoeres erdmanni,0.01,3.08,NA,Labridae,7.2
67486,Macropharyngodon pakoko,0.01,3.06,NA,Labridae,7.2
57510,Periophthalmus spilotus,0.00841,3.5,7.14,Gobiidae,7.1
11016,Badis badis,0.011105,3.00105,7.1,Badidae,7.1
63144,Oxynoemacheilus simavicus,0.0044,3.261,7.1,Nemacheilidae,7.1
49772,Anablepsoides lungi,0.0206,2.73,7.1,Rivulidae,7.1
67168,Trichomycterus brachykechenos,0.0145,2.789,7,Trichomycteridae,7.1
7436,Diaphus perspicillatus,0.007,3.137,NA,Myctophidae,7.1
11136,Cleithracara maronii,0.0572,3.03,6.8,Cichlidae,7.1
55005,Canthigaster marquesensis,0.02818,2.094,NA,Tetraodontidae,7.1
7582,Cirrhilabrus katherinae,0.0166,2.95,NA,Labridae,7.1
4386,Cirripectes auritus,0.00741,3,NA,Blenniidae,7.1
65362,Periophthalmus variabilis,0.0239,2.67,7.02,Gobiidae,7
49466,Aphanius ginaonis,0.008725,3.27675,3.9,Cyprinodontidae,7
48302,Lithoxus planquettei,0.0116,3.33,5.7,Loricariidae,7
2739,Triphoturus mexicanus,0.00722,3.135,7.9,Myctophidae,7
5969,Doryrhamphus excisus excisus,0.00122,3.139,6.72,Syngnathidae,7
54825,Barilius mesopotamicus,0.002966667,3.386666667,6.98,Cyprinidae,7
9188,Pomatoschistus canestrinii,0.0285,2.428,7,Gobiidae,7
4813,Aphanius dispar,0.0126,3.2244,5.006,Cyprinodontidae,7
5729,Pomacentrus simsiang,0.0586,2.683,7.5,Pomacentridae,7
15868,Gymnogobius heptacanthus,0.01139,2.692,6.1,Gobiidae,7
53570,Hypancistrus zebra,0.014,2.89,7,Loricariidae,7
10674,Moenkhausia sanctaefilomenae,0.0286,2.83,5.7,Characidae,7
1457,Spratelloides delicatulus,0.00214,3.287,NA,Clupeidae,7
8042,Antennablennius australis,0.00871,3,5.7,Blenniidae,7
46309,Dellichthys morelandi,0.0088,3.059,8.5,Gobiesocidae,7
46667,Pseudoxiphophorus bimaculatus,0.007233333,3.036333333,6.2,Poeciliidae,7
3896,Quietula y-cauda,0.041,2.47,3.44,Gobiidae,7
62012,Aphanius villwocki,0.011566667,3.263333333,7.04,Cyprinodontidae,7
11201,Trichogaster chuna,0.016,3.215,6.3,Osphronemidae,7
25978,Knipowitschia panizzae,0.0293,2.162,7,Gobiidae,7
9955,Oligolepis keiensis,0.0166,2.97,4.7,Gobiidae,7
66467,Lepidocephalichthys goalparensis,0.008233333,2.883333333,7.01,Cobitidae,7
7221,Priolepis cincta,0.01964,2.86345,7,Gobiidae,7
7257,Callogobius sclateri,0.02913,3,6.5,Gobiidae,7
9960,Cobitis paludica,0.006,3.15,9.2,Cobitidae,7
12644,Synchiropus splendidus,0.01094,3.34145,6,Callionymidae,7
5445,Cirrhitichthys falco,0.010265,3.41313,8,Cirrhitidae,7
24489,Psilorhynchus balitora,0.004,3.490666667,8.1,Psilorhynchidae,7
7974,Acreichthys radiatus,0.02188,2.91,NA,Monacanthidae,7
25418,Oxymonacanthus halli,0.01047,3.05,NA,Monacanthidae,7
59647,Paracheilinus cyaneus,0.00977,3.05,NA,Labridae,7
4841,Paracheilinus lineopunctatus,0.00977,3.05,NA,Labridae,7
59652,Paracheilinus togeanensis,0.00977,3.05,NA,Labridae,7
60903,Paramonacanthus cryptodon,0.02188,2.91,NA,Monacanthidae,7
12647,Pictichromis paccagnellae,0.00049,3.1,NA,Pseudochromidae,7
10242,Plectroglyphidodon flaviventris,0.02239,2.99,NA,Pomacentridae,7
10247,Pomacentrus albimaculus,0.02344,2.99,NA,Pomacentridae,7
12487,Pomacentrus colini,0.02344,2.99,NA,Pomacentridae,7
12494,Pomacentrus leptus,0.01479,2.98,NA,Pomacentridae,7
12498,Pomacentrus polyspinus,0.02344,2.99,NA,Pomacentridae,7
12500,Pomacentrus similis,0.02344,2.99,NA,Pomacentridae,7
10279,Pomacentrus smithi,0.02344,2.99,NA,Pomacentridae,7
66090,Pseudanthias bimarginatus,0.00933,2.97,NA,Serranidae,7
12733,Pseudanthias pulcherrimus,0.00933,2.97,NA,Serranidae,7
